video_id,video_title,num_collaborators,collaborator_1,collaborator_2,collaborator_3,collaborator_4,collaborator_5,link
NwXir-elHYk,Call of Duty League Major I Qualifiers | Week 3 Day 2,0,,,,,,https://www.youtube.com/watch?v=NwXir-elHYk
Qpm7L969xRg,The FRIEND Who Is ALWAYS There For YOU on ROBLOX…,0,,,,,,https://www.youtube.com/watch?v=Qpm7L969xRg
TLuExFFQ8wg,Gumball,0,,,,,,https://www.youtube.com/watch?v=TLuExFFQ8wg
OUbRXfPR-hE,Does she know who they are messing with 🤣,0,,,,,,https://www.youtube.com/watch?v=OUbRXfPR-hE
dxmAotHNRmE,"Mr.Beast GREAT VIDEO! 50 YouTubers Fight For $1,000,000 Reaction!",0,,,,,,https://www.youtube.com/watch?v=dxmAotHNRmE
8FL5bCioZIc,HO CREATO UN BROOKHAVEN SOlO PER ITALIANI SU ROBLOX!,0,,,,,,https://www.youtube.com/watch?v=8FL5bCioZIc
8fJayKCJZXw,I,1,SHADE,,,,,https://www.youtube.com/watch?v=8fJayKCJZXw
_z5Tu6Gs6ro,"URLAUB AUF ZYPERN MIT MELINA🇨🇾💍Wasserfall, Strandbesuch, Restaurant-Test & mehr 😍 Tag 2",1,MELINA,,,,,https://www.youtube.com/watch?v=_z5Tu6Gs6ro
i99USv1kYlo,📦🏃🏻‍♀️  #droidcheatgaming #8,0,,,,,,https://www.youtube.com/watch?v=i99USv1kYlo
YH58gBppuBU,Match The Puppy To The Owner,2,aaronbranchworld,zanehelberg,,,,https://www.youtube.com/watch?v=YH58gBppuBU
2Gkh3nJOJGI,Jack Black gives us Minecraft tips! #jackblack #minecraft #movie #gameplay #gaming #ign,1,Jack Black,,,,,https://www.youtube.com/watch?v=2Gkh3nJOJGI
T-3HmNxKgII,FlightReacts To Adin Ross & Playboi Carti FULL STREAM! (I FEEL BAD FOR ADIN!),1,Adin Ross,,,,,https://www.youtube.com/watch?v=T-3HmNxKgII
rThR_kF5F58,When Titan Cameraman Buy New Shoes |🤣🤣(memes) #memes #viral #shorts #trending #funny #skibiditoilet,0,,,,,,https://www.youtube.com/watch?v=rThR_kF5F58
oIlzSi15E_8,"best funny mobile game ever played, cool all levels gameplay 🫰🏻💓 3698 #shorts",0,,,,,,https://www.youtube.com/watch?v=oIlzSi15E_8
ZubDBbRfHDs,The Mysterious Gift Box And The End For Spider-Man 😂️,0,,,,,,https://www.youtube.com/watch?v=ZubDBbRfHDs
rWXR7O0S5fc,When Cowardly Burger Backrooms Turned Off The Lights 😂️ | Funny Animation #Short,0,,,,,,https://www.youtube.com/watch?v=rWXR7O0S5fc
i4v0FD1VqGA,НУБ И ПРО СТРОЯТ ДОМ МОНСТР ЗА 10 СЕКУНД / 1 МИНУТА / 5 МИНУТ МАЙНКРАФТ ! БИТВА СТРОИТЕЛЕЙ ТРОЛЛИНГ,0,,,,,,https://www.youtube.com/watch?v=i4v0FD1VqGA
sQmoAZvzXsQ,Does Speaker Man Deserve To Go To Heaven Or Go Down Hell?,0,,,,,,https://www.youtube.com/watch?v=sQmoAZvzXsQ
01fA1ATFpyQ,Upgrading to CHAOS SPIDERMAN in GTA 5 RP,0,,,,,,https://www.youtube.com/watch?v=01fA1ATFpyQ
pU4pXrq9MHI,Unlocking Tier 60 Scientist Clockman In Toilet Tower Defense,0,,,,,,https://www.youtube.com/watch?v=pU4pXrq9MHI
yrPXIp4BzOw,A LEGENDARY PET NOW or a 0.001% CHANCE ITEM in Prota Kingdom? 👁 #shorts,0,,,,,,https://www.youtube.com/watch?v=yrPXIp4BzOw
JADFo5Lj2yY,BigGoose Coin Airdrop 🤑 | 100$ Profit Instant | BGC Airdrop | New Telegram Airdrop,0,,,,,,https://www.youtube.com/watch?v=JADFo5Lj2yY
XcqrTR82j-8,Zoonomaly - All Monsters Size ComparIson | Zoonomaly | Timelapse Build,0,,,,,,https://www.youtube.com/watch?v=XcqrTR82j-8
dw-nh3wJCUs,ANIMAL CROSSING MODE in YAKUZA LIKE A DRAGON INFINITE WEALTH Part 3 Ending,0,,,,,,https://www.youtube.com/watch?v=dw-nh3wJCUs
KzzmVWGxN2c,Animals That Will Be Extinct by 2025… 😥,0,,,,,,https://www.youtube.com/watch?v=KzzmVWGxN2c
JFd-FdA6f9w,HANNO AGGIUNTO POKÉMON SU ROBLOX!,1,Two Players One Console,,,,,https://www.youtube.com/watch?v=JFd-FdA6f9w
VjCiVzevLvE,When bro say the school lunch sucks 💀,0,,,,,,https://www.youtube.com/watch?v=VjCiVzevLvE
x1aPEBdCO5w,It Is NOT Wrong! Come Play Block Up With Us! #boardgames #couple #fun,0,,,,,,https://www.youtube.com/watch?v=x1aPEBdCO5w
bu8TawhaZ0k,Villager Slick Back Minecraft Meme6 | Slick Back Dance Tiktok Compilation #Shorts #Steve,0,,,,,,https://www.youtube.com/watch?v=bu8TawhaZ0k
D6k8NmdlXA4,Ignited Animatronics from TJOC R  in FNaF 1 style! Wip! (UCN Mods),0,,,,,,https://www.youtube.com/watch?v=D6k8NmdlXA4
Xy7FZtV-sqE,Easter,0,,,,,,https://www.youtube.com/watch?v=Xy7FZtV-sqE
3cbT7e8Ck40,Eurocopter Tiger: European Anti-Tank Shield,0,,,,,,https://www.youtube.com/watch?v=3cbT7e8Ck40
